CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8169","ACCT 200","1","Accounting Concepts","3","","Lec","MWF","0900-0950","LUTR 139","Hutt, Melvyn","4","Open",
"8170","ACCT 200","2","Accounting Concepts","3","","Lec","MWF","1000-1050","LUTR 139","Hutt, Melvyn","2","Open",
"8171","ACCT 201","1","Prin of Account I: Financial","3","","Lec","MW","1600-1715","LUTR 347","Frucot, Veronique","0","Closed",
"8172","ACCT 201","2","Prin of Account I: Financial","3","","Lec","MWF","1400-1450","LUTR 269","Lingenfelter, Gabriele","0","Closed",
"8173","ACCT 201","3","Prin of Account I: Financial","3","","Lec","MWF","0900-0950","LUTR 264","Lingenfelter, Gabriele","0","Closed",
"8174","ACCT 202","1","Prin of Account II: Managerial","3","","Lec","MW","1600-1715","LUTR 139","Morris, Joseph","0","Closed",
"8175","ACCT 202","2","Prin of Account II: Managerial","3","","Lec","MWF","0900-0950","LUTR 347","Brooks, Abby-Gayle","0","Closed",
"8176","ACCT 202","3","Prin of Account II: Managerial","3","","Lec","MWF","1000-1050","LUTR 347","Brooks, Abby-Gayle","0","Closed",
"8177","ACCT 202","4","Prin of Account II: Managerial","3","","Lec","MWF","1400-1450","LUTR 139","Hutt, Melvyn","0","Closed",
"8178","ACCT 202","5","Prin of Account II: Managerial","3","","Lec","MWF","1500-1550","LUTR 139","Hutt, Melvyn","4","Open",
"8179","ACCT 202","6","Prin of Account II: Managerial","3","","Lec","TR","1500-1615","LUTR 139","Staff, CNU","1","Open",
"8180","ACCT 202","7","Prin of Account II: Managerial","3","","Lec","TR","1630-1745","LUTR 139","Staff, CNU","2","Open",
"8181","ACCT 202","8","Prin of Account II: Managerial","3","","Lec","MW","1800-1915","LUTR 139","Morris, Joseph","0","Closed",
"8182","ACCT 301","1","Intermediate Accounting I","3","","Lec","TR","0930-1045","TRIB 208","Frucot, Veronique","4","Open",
"8183","ACCT 302","1","Intermediate Accounting II","3","","Lec","MWF","1200-1250","LUTR 139","Brooks, Abby-Gayle","2","Open",
"8184","ACCT 302","2","Intermediate Accounting II","3","","Lec","MWF","1300-1350","LUTR 139","Brooks, Abby-Gayle","10","Open",
"8185","ACCT 303","1","Cost/Managerial Accounting","3","","Lec","TR","1330-1445","LUTR 105","Chung, Keun Ho","2","Open",
"8186","ACCT 401","1","Taxation","3","","Lec","TR","1800-1915","LUTR 264","Morris, Joseph","3","Open",
"8187","ACCT 402","1","Advanced Taxation","3","","Lec","TR","1630-1745","LUTR 264","Morris, Joseph","0","Closed",
"8188","ACCT 404","1","Volunteer Income Tax Assist","1","","Int","","","ARR ","Lingenfelter, Gabriele","0","Closed",
"8190","ACCT 405","1","Auditing","3","","Lec","MWF","1100-1150","LUTR 131","Espahbodi, Reza","6","Open",
"8191","ACCT 406","1","WI:Case Studies in Accounting","3","  WI","Lec","MWF","0800-0850","LUTR 264","Lingenfelter, Gabriele","0","Closed",
"8193","ACCT 451","1","Govt &amp; Nonprof Acctng &amp; Topics","3","","Lec","MW","1800-1915","LUTR 347","Frucot, Veronique","7","Open",
"8703","AMST 100","1","The American Experiment","3","  AIDE  ","Lec","TR","1100-1215","MCM 360","Morrison, Jeffry","0","Closed",
"8704","AMST 100","2","The American Experiment","3","  AIDE  ","Lec","MWF","0900-0950","MCM 360","Garmon, Frank","0","Closed",
"8705","AMST 100","3","The American Experiment","3","  AIDE  ","Lec","MW","1600-1715","MCM 366","Morrison, Jeffry","1","Open",
"8706","AMST 100","4","The American Experiment","3","  AIDE  ","Lec","TR","1630-1745","MCM 366","Morrison, Jeffry","0","Closed",
"8707","AMST 100","5","The American Experiment","3","  AIDE  ","Lec","TR","1800-1915","MCM 364","White, William","0","Closed",
"8708","AMST 100","6","The American Experiment","3","  AIDE  ","Lec","TR","1930-2045","MCM 364","White, William","1","Open",
"8709","AMST 100","7","The American Experiment","3","  AIDE  ","Lec","MWF","1300-1350","FORBES 2014","Garmon, Frank","0","Closed",
"8710","AMST 100","8","The American Experiment","3","  AIDE  ","Lec","TR","1330-1445","MCM 310","Colby, Robert","0","Closed",
"9236","AMST 100","9","The American Experiment","3","  AIDE  ","Lec","MW","1930-2045","MCM 257","Asalone, Ryan","0","Closed",
"8713","AMST 200","1","Evolution-American Experiment","3","  AIWT","Lec","MWF","1000-1050","MCM 360","Kaufer Busch, Elizabeth","1","Open",
"8714","AMST 200","2","Evolution-American Experiment","3","  AIWT","Lec","MWF","1100-1150","MCM 360","Kaufer Busch, Elizabeth","0","Closed",
"8715","AMST 300","1","The American Exp: Global Infl","3","  AIGM","Lec","MWF","1400-1450","MCM 160","McCarthy, William","0","Closed",
"8716","AMST 330","1","Treason in America","3","","Lec","TR","0930-1045","MCM 360","White, Jonathan","0","Closed",
"8717","AMST 395","1","SPC TP:Grnd Strat &amp; Amer Rep","3","","Lec","MWF","1300-1350","MCM 160","McCarthy, William","0","Closed",
"8718","AMST 490","1","WI: Capstone Sem-Amer Studies","3","  WI","Lec","TR","1500-1615","MCM 310","Colby, Robert","3","Open",
"8992","ANTH 200","1","Human Adaptation","3","  AINW","Lec","TR","0800-0915","LUTR 372","Hager, Laurie","0","Closed",
"8993","ANTH 200","2","Human Adaptation","3","  AINW","Lec","MWF","0800-0850","LUTR 170","Hager, Laurie","0","Closed",
"8994","ANTH 203","1","Cultural Anthropology","3","  AIGM","Lec","TR","1330-1445","FORBES 2070C","Pompeii, Brian","0","Closed",
"8995","ANTH 203","2","Cultural Anthropology","3","  AIGM","Lec","MWF","1300-1350","LUTR 347","Pompeii, Brian","0","Closed",
"8996","ANTH 203","3","Cultural Anthropology","3","  AIGM","Lec","MWF","1500-1550","LUTR 167","Pompeii, Brian","0","Closed",
"8997","ANTH 309","1","The Refugee Experience","3","  AIGM","Lec","MWF","1100-1150","FORBES 3014","Timmer, Andria","0","Closed",
"9280","ANTH 309","2","The Refugee Experience","3","  AIGM","Lec","MWF","1200-1250","FORBES 3014","Timmer, Andria","3","Open",
"8998","ANTH 331","1","Environment, Culture &amp; Society","3","","Lec","MWF","0900-0950","FORBES 3012","Loy, Christopher","1","Open",
"8999","ANTH 345","1","Forensic Anthropology","3","","Lec","MWF","1400-1450","FORBES 2070C","Loy, Christopher","5","Open",
"9000","ANTH 377","1","Women, Gender and Culture","3","  AIGM","Lec","MW","1600-1715","LUTR 167","Dick-Mosher, Jennifer","0","Closed",
"9001","ANTH 377","2","Women, Gender and Culture","3","  AIGM","Lec","MW","1800-1915","LUTR 167","Dick-Mosher, Jennifer","6","Open",
"8615","ARAB 102","1","Beginning Arabic II","3","","Lec","MWF","1000-1050","MCM 257","Obeid, Diana","1","Open",
"8616","ARAB 102","2","Beginning Arabic II","3","","Lec","MWF","1100-1150","MCM 257","Obeid, Diana","4","Open",
"8617","ARAB 202","1","Intermediate Arabic II","3","  LLFL","Lec","MWF","1400-1450","MCM 262","Obeid, Diana","8","Open",
"9290","BASN 132","1","Applied Music: Bassoon","1","","Lab","","","ARR ","Savige, David","0","Closed",
"8293","BCHM 410","1","Medical Biochemistry","3","","Lec","MWF","1100-1150","FORBES 2070D","Lasseter, Benjamin","0","Closed",
"9283","BCHM 410","2","Medical Biochemistry","3","","Lec","MWF","1000-1050","FORBES 2070A","Lasseter, Benjamin","15","Open",
"8294","BCHM 415","1","Biochemistry II","3","","Lec","MWF","0900-0950","FORBES 2015","Gruber, Todd","24","Open",
"8295","BCHM 415L","1","Biochemistry II Lab","1","","Lab","F","1300-1650","FORBES 1015","Lasseter, Benjamin","2","Open",
"8121","BIOL 108","1","General Biology II","3","  AINW","Lec","TR","1800-1915","FORBES 1022","Jaworski, Kortney","0","Closed",
"8122","BIOL 109L","1","General Biology Laboratory","1","  AINW","Lab","M","1400-1550","FORBES 1027","Loftis, Jon","0","Closed",
"8123","BIOL 109L","2","General Biology Laboratory","1","  AINW","Lab","M","1600-1750","FORBES 1027","Loftis, Jon","0","Closed",
"8124","BIOL 109L","3","General Biology Laboratory","1","  AINW","Lab","M","1800-1950","FORBES 1027","Loftis, Jon","0","Closed",
"8125","BIOL 109L","4","General Biology Laboratory","1","  AINW","Lab","T","1800-1950","FORBES 1027","Lundquist, Adam","0","Closed",
"8126","BIOL 109L","5","General Biology Laboratory","1","  AINW","Lab","R","1800-1950","FORBES 1027","Lundquist, Adam","0","Closed",
"8127","BIOL 109L","6","General Biology Laboratory","1","  AINW","Lab","M","2000-2150","FORBES 1027","Loftis, Jon","0","Closed",
"8128","BIOL 109L","7","General Biology Laboratory","1","  AINW","Lab","T","2000-2150","FORBES 1027","Lundquist, Adam","1","Open",
"8129","BIOL 109L","8","General Biology Laboratory","1","  AINW","Lab","R","2000-2150","FORBES 1027","Lundquist, Adam","10","Open",
"8297","BIOL 113","1","Topics in Medicine and Health","3","  AINW","Lec","MW","1800-1915","FORBES 1022","Horten, Abby","0","Closed",
"8130","BIOL 115","1","Tpcs in Ecology &amp; Environment","3","  AINW","Lec","MWF","1200-1250","FORBES 1022","Atkinson, Robert","0","Closed",
"8298","BIOL 211","1","Principles of Biology I","3","","Lec","MWF","0800-0850","FORBES 1022","Salazar, Anna","20","Open",
"8299","BIOL 211","2","Principles of Biology I","3","","Lec","MWF","0900-0950","FORBES 1022","Salazar, Anna","0","Closed",
"8300","BIOL 211","3","Principles of Biology I","3","","Lec","TR","0930-1045","MCM 262","Brown, Gwynne","0","Closed",
"8301","BIOL 211","4","Principles of Biology I","3","","Lec","TR","1330-1445","FORBES 1022","Marr, Muffarah","11","Open",
"8302","BIOL 211L","1","Principles of Biology I Lab","1","","Lab","M","1300-1650","FORBES 1009","Tombolato-Terzic, Denise","1","Open",
"8303","BIOL 211L","2","Principles of Biology I Lab","1","","Lab","W","1300-1650","FORBES 1009","Marr, Muffarah","13","Open",
"8304","BIOL 211L","3","Principles of Biology I Lab","1","","Lab","R","1330-1720","FORBES 1009","Brown, Gwynne","0","Closed",
"8305","BIOL 211L","4","Principles of Biology I Lab","1","","Lab","M","1800-2150","FORBES 1009","Staff, CNU","0","Closed",
"8306","BIOL 211L","5","Principles of Biology I Lab","1","","Lab","W","1800-2150","FORBES 1009","Dorsey, Brittany","1","Open",
"8307","BIOL 211L","6","Principles of Biology I Lab","1","","Lab","T","1800-2150","FORBES 1009","Aguilar, Leah","0","Closed",
"8308","BIOL 211L","7","Principles of Biology I Lab","1","","Lab","R","1800-2150","FORBES 1009","Sinclair, Kathryn","0","Closed",
"8309","BIOL 211L","8","Principles of Biology I Lab","1","","Lab","T","1330-1720","FORBES 1009","Tombolato-Terzic, Denise","0","Closed",
"8131","BIOL 212","1","Principles of Biology II","3","","Lec","TR","0930-1045","FORBES 2070D","Lattanzio, Matthew","2","Open",
"8132","BIOL 212","2","Principles of Biology II","3","","Lec","TR","1100-1215","FORBES 2051","Harwell, Heather","0","Closed",
"8133","BIOL 212","3","Principles of Biology II","3","","Lec","MWF","0800-0850","FORBES 2015","Meyer, Michael","8","Open",
"8134","BIOL 212L","1","Principles of Biology II Lab","1","","Lab","W","0900-1250","FORBES 1027","Haymond, Shauna","3","Open",
"8135","BIOL 212L","2","Principles of Biology II Lab","1","","Lab","W","0900-1250","FORBES 1002","Sherwin, Rick; Moran, Megan","14","Open",
"8136","BIOL 212L","3","Principles of Biology II Lab","1","","Lab","T","1330-1720","FORBES 1002","Sinclair, Kathryn","0","Closed",
"8137","BIOL 212L","4","Principles of Biology II Lab","1","","Lab","R","1330-1720","FORBES 1002","Sinclair, Kathryn","1","Open",
"8138","BIOL 212L","5","Principles of Biology II Lab","1","","Lab","T","1330-1720","FORBES 1027","Haymond, Shauna","4","Open",
"8139","BIOL 213","1A","Principles in Biology III","3","","Lec","MWF","1100-1150","FORBES 1033","Burke, Russell; Ruane, Lauren","0","Closed",
"8140","BIOL 213","2B","Principles in Biology III","3","","Lec","MWF","0900-0950","MCM 101","Steven, Janet; Collar, David","0","Closed",
"8141","BIOL 213","3A","Principles in Biology III","3","","Lec","MWF","0900-0950","FORBES 1039","Collar, David; Steven, Janet","0","Closed",
"8142","BIOL 213","4B","Principles in Biology III","3","","Lec","MWF","1100-1150","FORBES 1039","Ruane, Lauren; Burke, Russell","0","Closed",
"8143","BIOL 213L","1A","Principles of Biology III Lab","1","","Lab","R","0900-1250","FORBES 1039","Belsky, Cadence; Burke, Russell; Harwell, Heather; Bostic, Alexxa","0","Closed",
"8144","BIOL 213L","2B","Principles of Biology III Lab","1","","Lab","R","0900-1250","FORBES 1033","Bostic, Alexxa; Burke, Russell; Harwell, Heather; Belsky, Cadence","0","Closed",
"8145","BIOL 213L","3B","Principles of Biology III Lab","1","","Lab","M","1300-1650","FORBES 1033","Bostic, Alexxa; Burke, Russell; Harwell, Heather; Belsky, Cadence","6","Open",
"8146","BIOL 213L","4A","Principles of Biology III Lab","1","","Lab","W","1300-1650","FORBES 1039","Belsky, Cadence; Burke, Russell; Harwell, Heather; Bostic, Alexxa","9","Open",
"8147","BIOL 213L","5B","Principles of Biology III Lab","1","","Lab","W","1300-1650","FORBES 1033","Bostic, Alexxa; Burke, Russell; Harwell, Heather; Belsky, Cadence","13","Open",
"8148","BIOL 213L","6A","Principles of Biology III Lab","1","","Lab","M","1300-1650","FORBES 1039","Belsky, Cadence; Burke, Russell; Harwell, Heather; Bostic, Alexxa","11","Open",
"9244","BIOL 295","1","SPC TP: Intro to Kinesiology","3","","Lec","MW","1800-1915","FORBES 2070D","Powell, Lisa","1","Open",
"8310","BIOL 301","1","Microbiology","3","","Lec","TR","0930-1045","MCM 164","Marr, Muffarah","0","Closed",
"9215","BIOL 301","2","Microbiology","3","","Lec","TR","0800-0915","MCM 164","Marr, Muffarah","0","Closed",
"8311","BIOL 301L","1","Microbiology Laboratory","1","","Lab","T","1330-1720","FORBES 1015","Guidicelli-Gadea, Lourdes","0","Closed",
"8312","BIOL 301L","2","Microbiology Laboratory","1","","Lab","W","1300-1650","FORBES 1015","Guidicelli-Gadea, Lourdes","0","Closed",
"9216","BIOL 301L","3","Microbiology Laboratory","1","","Lab","R","1330-1720","FORBES 1015","Guidicelli-Gadea, Lourdes","0","Closed",
"9430","BIOL 301L","4","Microbiology Laboratory","1","","Lab","T","1800-2150","FORBES 1015","Staff, CNU","19","Open",
"9191","BIOL 308","1","Plant Biology","4","","Lec","MWF","0800-0850","FORBES 2051","Ruane, Lauren","0","Closed",
"9192","BIOL 308L","1","Plant Biology Laboratory","0","","Lab","R","1330-1720","FORBES 1033","Ruane, Lauren","0","Closed",
"8313","BIOL 313","1","Genetics","3","","Lec","MW","1800-1915","LUTR 121","Bogenpohl, James","3","Open",
"8314","BIOL 315","1","Human Anatomy/Physiology II","3","","Lec","TR","0930-1045","FORBES 2070E","Knight, William","0","Closed",
"8315","BIOL 315","2","Human Anatomy/Physiology II","3","","Lec","TR","1100-1215","MCM 101","Grau, Harold","7","Open",
"8316","BIOL 315L","1","Human Anatmy/Physiology II Lab","1","","Lab","T","1330-1720","FORBES 2056","Lustig, Keith","0","Closed",
"8317","BIOL 315L","2","Human Anatmy/Physiology II Lab","1","","Lab","W","1300-1650","FORBES 2056","Grau, Harold","19","Open",
"8318","BIOL 315L","3","Human Anatmy/Physiology II Lab","1","","Lab","R","1330-1720","FORBES 2056","Grau, Harold","19","Open",
"8319","BIOL 315L","4","Human Anatmy/Physiology II Lab","1","","Lab","T","1800-2150","FORBES 2056","Lord, Roxanne","0","Closed",
"8320","BIOL 315L","5","Human Anatmy/Physiology II Lab","1","","Lab","M","1300-1650","FORBES 2056","Knight, William","0","Closed",
"8321","BIOL 326","1","Genomics, Proteomics &amp; Bioinfo","3","","Lec","MWF","1000-1050","FORBES 2015","Tombolato-Terzic, Denise","0","Closed",
"8149","BIOL 365","1","Evolutionary Biology","3","","Lec","TR","1100-1215","FORBES 1027","Abraham, Barbara","0","Closed",
"8150","BIOL 391","1","WI: Junior Seminar","1","  WI","Lec","M","0900-0950","FORBES 2051","Harwell, Heather","0","Closed",
"8151","BIOL 391","2","WI: Junior Seminar","1","  WI","Lec","W","0900-0950","FORBES 2051","Harwell, Heather","0","Closed",
"8152","BIOL 391","3","WI: Junior Seminar","1","  WI","Lec","F","0900-0950","FORBES 2051","Harwell, Heather","0","Closed",
"8322","BIOL 391","4","WI: Junior Seminar","1","  WI","Lec","W","0900-0950","FORBES 1015","Meighan, Christopher","0","Closed",
"8323","BIOL 391","5","WI: Junior Seminar","1","  WI","Lec","W","1000-1050","FORBES 1015","Meighan, Christopher","0","Closed",
"8324","BIOL 391","6","WI: Junior Seminar","1","  WI","Lec","W","1100-1150","FORBES 1015","Meighan, Christopher","0","Closed",
"8325","BIOL 391","7","WI: Junior Seminar","1","  WI","Lec","W","1000-1050","FORBES 1009","Mitrano, Darlene","0","Closed",
"8326","BIOL 391","8","WI: Junior Seminar","1","  WI","Lec","F","0900-0950","FORBES 1009","Mitrano, Darlene","0","Closed",
"8327","BIOL 391","9","WI: Junior Seminar","1","  WI","Lec","F","1000-1050","FORBES 1009","Mitrano, Darlene","0","Closed",
"8153","BIOL 409","1","Comparative Anatomy Vert","4","","Lec","MWF","1200-1250","FORBES 2043","Collar, David","0","Closed",
"8154","BIOL 409L","1","Comp Anat Vert Lab","0","","Lab","F","1300-1650","FORBES 2056","Collar, David","0","Closed",
"8328","BIOL 412","1","Fndmntl Molecular Biology","4","","Lec","TR","0930-1045","FORBES 1015","Meighan, Christopher","0","Closed",
"8329","BIOL 412L","1","Fndmntl Molecular Biology Lab","0","","Lab","M","1300-1650","FORBES 1015","Bogenpohl, James","0","Closed",
"8155","BIOL 425","1","Ornithology","3","","Lec","MWF","1100-1150","FORBES 2043","Sherwin, Rick","0","Closed",
"8156","BIOL 425L","1","Ornithology Lab","1","","Lab","W","1300-1650","FORBES 2043","Sherwin, Rick","0","Closed",
"8157","BIOL 430","1","Biogeography","3","","Lec","MWF","1000-1050","FORBES 2043","Meyer, Michael","0","Closed",
"8158","BIOL 435","1","Environmental Appl GIS","4","","Lec","TR","0930-1045","FORBES 2051","Whiting, Gary","0","Closed",
"8159","BIOL 435L","1","Environmental Appl of GIS Lab","0","","Lab","T","1330-1720","FORBES 2051","Whiting, Gary","0","Closed",
"8160","BIOL 440","1","Herpetology","4","","Lec","TR","1100-1215","FORBES 2043","Lattanzio, Matthew","0","Closed",
"8161","BIOL 440L","1","Herpetology Laboratory","0","","Lab","M","1300-1650","FORBES 2043","Lattanzio, Matthew","0","Closed",
"8162","BIOL 491","1","WI: Senior Seminar","1","  WI","Lec","M","0900-0950","FORBES 1033","Atkinson, Robert","0","Closed",
"8336","BIOL 491","10","WI: Senior Seminar","1","  WI","Lec","F","1200-1250","FORBES 1009","Knight, William","0","Closed",
"8337","BIOL 491","11","WI: Senior Seminar","1","  WI","Lec","F","1100-1150","FORBES 1009","Knight, William","0","Closed",
"8338","BIOL 491","12","WI: Senior Seminar","1","  WI","Lec","F","1000-1050","FORBES 1002","Knight, William","0","Closed",
"8339","BIOL 491","13","WI: Senior Seminar","1","  WI","Lec","W","1700-1750","FORBES 1009","Dorsey, Brittany","0","Closed",
"8163","BIOL 491","2","WI: Senior Seminar","1","  WI","Lec","W","0900-0950","FORBES 1033","Atkinson, Robert","0","Closed",
"8167","BIOL 491","6","WI: Senior Seminar","1","  WI","Lec","M","1100-1150","FORBES 2051","Atkinson, Robert","0","Closed",
"8333","BIOL 491","7","WI: Senior Seminar","1","  WI","Lec","M","0900-0950","FORBES 1009","Tombolato-Terzic, Denise","0","Closed",
"8334","BIOL 491","8","WI: Senior Seminar","1","  WI","Lec","W","0900-0950","FORBES 1009","Tombolato-Terzic, Denise","0","Closed",
"8335","BIOL 491","9","WI: Senior Seminar","1","  WI","Lec","F","0900-0950","FORBES 1002","Tombolato-Terzic, Denise","0","Closed",
"9356","BIOL 492","1","IND ST: Div &amp; Evol of Eelpouts","1","","Ind","","","ARR ","Collar, David","0","Closed",
"9357","BIOL 492","2","IND ST: Body Shape Div in Stic","1","","Ind","","","ARR ","Collar, David","0","Closed",
"9395","BIOL 492","3","IND ST: Eff Rain Evnts &amp;  Seas","2","","Ind","","","ARR ","Harwell, Heather","0","Closed",
"9396","BIOL 492","4","IND ST: Higher Ed &amp; Lived Exp","3","","Ind","","","ARR ","Atkinson, Robert","0","Closed",
"9406","BIOL 492","5","IND ST: Inv in Benthic Ecology","2","","Ind","","","ARR ","Harwell, Heather","0","Closed",
"9260","BIOL 496","1","PRT: Scribe Practicum","3","","Pra","","","ARR ","Brown, Gwynne","1","Open",
"9261","BIOL 496","2","PRT: Scribe Practicum","3","","Pra","","","ARR ","Powell, Lisa","0","Closed",
"9233","BUSN 210","1","Intro to Biotechnology &amp; Mgmt","3","","Lec","TR","1800-1915","FORBES 3014","Armstrong, Robert","5","Open",
"8194","BUSN 231","1","Applied Business Statistics","3","","Lec","MW","1800-1915","LUTR 123","Gibson, John","0","Closed",
"8195","BUSN 231","2","Applied Business Statistics","3","","Lec","MW","1930-2045","LUTR 123","Gibson, John","0","Closed",
"8196","BUSN 231","3","Applied Business Statistics","3","","Lec","TR","1500-1615","LUTR 105","Bazzani, Phillip","0","Closed",
"8197","BUSN 231","4","Applied Business Statistics","3","","Lec","W","1800-2045","MCM 110","Choi, Sangdo","11","Open",
"8198","BUSN 231","5","Applied Business Statistics","3","","Lec","TR","0800-0915","LUTR 105","Choi, Sangdo","0","Closed",
"8199","BUSN 231","6","Applied Business Statistics","3","","Lec","TR","1630-1745","LUTR 105","Sixbey, Shannon","0","Closed",
"8201","BUSN 231","7","Applied Business Statistics","3","","Lec","TR","1800-1915","LUTR 105","Sixbey, Shannon","0","Closed",
"9393","BUSN 231","8","Applied Business Statistics","3","","Lec","MWF","1400-1450","LUTR 109","Staff, CNU","0","Closed",
"8202","BUSN 276L","1","Software Applctn for Business","2","","Lab","M","1800-2000","MCM 110","Dougherty, Janna","0","Closed",
"8203","BUSN 276L","2","Software Applctn for Business","2","","Lab","R","1800-2000","LUTR 109","McGregor, Andrew","0","Closed",
"8204","BUSN 276L","3","Software Applctn for Business","2","","Lab","R","2000-2200","LUTR 109","McGregor, Andrew","3","Open",
"8206","BUSN 276L","4","Software Applctn for Business","2","","Lab","T","1800-2000","LUTR 109","Phillips, Brian","0","Closed",
"8208","BUSN 276L","5","Software Applctn for Business","2","","Lab","T","2000-2200","LUTR 109","Phillips, Brian","0","Closed",
"9398","BUSN 276L","6","Software Applctn for Business","2","","Lab","W","1600-1800","LUTR 157","Staff, CNU","5","Open",
"8249","BUSN 300","1","Organizational Behavior","3","","Lec","TR","0800-0915","LUTR 139","Gere, Anne-Lise","1","Open",
"8250","BUSN 300","2","Organizational Behavior","3","","Lec","TR","0930-1045","LUTR 170","McMahon, Joan","0","Closed",
"8251","BUSN 300","3","Organizational Behavior","3","","Lec","TR","1100-1215","LUTR 170","McMahon, Joan","0","Closed",
"8253","BUSN 303","1","Fundamentals of Business","3","","Lec","MWF","1400-1450","LUTR 264","McGreevy, Priscilla","0","Closed",
"8254","BUSN 303","2","Fundamentals of Business","3","","Lec","MWF","1500-1550","LUTR 264","McGreevy, Priscilla","1","Open",
"8256","BUSN 304","1","Operations Management","3","","Lec","TR","0930-1045","LUTR 109","Hasbrouck, Robert","0","Closed",
"8257","BUSN 304","2","Operations Management","3","","Lec","TR","1630-1745","MCM 114","Riha, Raymond","0","Closed",
"8258","BUSN 304","3","Operations Management","3","","Lec","TR","1800-1915","MCM 114","Riha, Raymond","2","Open",
"8259","BUSN 305","1","Introduction to Data Analytics","3","","Lec","MWF","1000-1050","LUTR 105","Shaltayev, Dmitriy","0","Closed",
"8260","BUSN 305","2","Introduction to Data Analytics","3","","Lec","MWF","1200-1250","LUTR 105","Shaltayev, Dmitriy","0","Closed",
"8261","BUSN 305","3","Introduction to Data Analytics","3","","Lec","R","1800-2045","FORBES 2090","Lamprecht, Donna","1","Open",
"8262","BUSN 305","4","Introduction to Data Analytics","3","","Lec","TR","1100-1215","LUTR 123","Choi, Sangdo","7","Open",
"8263","BUSN 311","1","Marketing Management","3","","Lec","MWF","1000-1050","FORBES 2014","Scrofani, Lydia","0","Closed",
"8286","BUSN 311","2","Marketing Management","3","","Lec","MWF","1100-1150","FORBES 2014","Scrofani, Lydia","0","Closed",
"8287","BUSN 311","3","Marketing Management","3","","Lec","MWF","1200-1250","LUTR 264","McGreevy, Priscilla","0","Closed",
"8288","BUSN 323","1","Corporate Finance","3","","Lec","TR","0930-1045","LUTR 123","Ji, Xiuqing","13","Open",
"8289","BUSN 323","2","Corporate Finance","3","","Lec","TR","1500-1615","LUTR 109","Ji, Xiuqing","0","Closed",
"8290","BUSN 323","3","Corporate Finance","3","","Lec","TR","1100-1215","LUTR 105","Hall, Thomas","0","Closed",
"8778","BUSN 323","4","Corporate Finance","3","","Lec","TR","1330-1445","LUTR 123","Hall, Thomas","0","Closed",
"8781","BUSN 351","1","Business Law I","3","","Lec","MWF","0800-0850","LUTR 139","Staff, CNU","0","Closed",
"8782","BUSN 351","2","Business Law I","3","","Lec","TR","1100-1215","LUTR 137","Ficht, Linda","0","Closed",
"8783","BUSN 351","3","Business Law I","3","","Lec","TR","1800-1915","TRIB 208","Edgar, Frank","0","Closed",
"8784","BUSN 351","4","Business Law I","3","","Lec","TR","1630-1745","TRIB 208","Edgar, Frank","0","Closed",
"8791","BUSN 370","1","Acct Info Sys &amp; Data Analytics","3","","Lec","TR","1930-2045","LUTR 105","Chung, Keun Ho","11","Open",
"8794","BUSN 370","2","Acct Info Sys &amp; Data Analytics","3","","Lec","TR","1500-1615","LUTR 157","Chung, Keun Ho","9","Open",
"8796","BUSN 418","1","Strategic Management","3","","Lec","MWF","0800-0850","LUTR 242","Walker, Scott","0","Closed",
"8797","BUSN 418","2","Strategic Management","3","","Lec","MWF","0900-0950","LUTR 242","Walker, Scott","0","Closed",
"8798","BUSN 418","3","Strategic Management","3","","Lec","MWF","1100-1150","LUTR 242","Walker, Scott","0","Closed",
"8799","BUSN 418","4","Strategic Management","3","","Lec","TR","0800-0915","LUTR 170","Bazzani, Phillip","0","Closed",
"8800","BUSN 418","5","Strategic Management","3","","Lec","TR","1630-1745","FORBES 3014","Bazzani, Phillip","0","Closed",
"9234","BUSN 442","1","Luter Business Inst - Biotech","3","","Lec","TR","1330-1445","LUTR 131","Donaldson, William","0","Closed",
"8801","BUSN 448","1","Enterprise Management","3","","Lec","TR","0800-0915","FORBES 2014","Martinette, Louis","3","Open",
"8802","BUSN 448","2","Enterprise Management","3","","Lec","TR","0930-1045","FERG 222","Martinette, Louis","1","Open",
"9291","CELL 132","1","Applied Music: Cello","1","","Lab","","","ARR ","Phillips, Rebecca","0","Closed",
"8342","CHEM 104","1","Introductory Chemistry II","3","  AINW","Lec","MWF","1100-1150","FORBES 2070E","Okumu, Antony","18","Open",
"8343","CHEM 104L","1","Introductory Chemistry Lab II","1","  AINW","Lab","M","1800-2100","FORBES 3002","Amin, Mahmoud","5","Open",
"8344","CHEM 104L","2","Introductory Chemistry Lab II","1","  AINW","Lab","W","1800-2100","FORBES 3002","Rizvi, Syed","14","Open",
"8345","CHEM 121","1","General Chemistry I","3","  AINW","Lec","MWF","1300-1350","FORBES 2070E","Gruber, Todd","0","Closed",
"8346","CHEM 121","2","General Chemistry I","3","  AINW","Lec","MWF","1400-1450","FORBES 1022","Gruber, Todd","0","Closed",
"8347","CHEM 121L","1","General Chemistry Lab I","1","  AINW","Lab","T","1800-2150","FORBES 3002","Horten, Abby","0","Closed",
"8348","CHEM 121L","2","General Chemistry Lab I","1","  AINW","Lab","R","1800-2150","FORBES 3002","Amin, Mahmoud","0","Closed",
"8349","CHEM 122","1","General Chemistry II","3","  AINW","Lec","TR","0800-0915","FORBES 1022","Lasseter, Benjamin","0","Closed",
