CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8594","MUSC 200","1","Music Technology","1","","Lec","MWF","1100-1150","FERG 213","Tfirn, Maxwell","3","Open",
"8595","MUSC 205","1","Film Music","3","  AICE","Lec","TR","1330-1445","FERG 208","Rossum, Kelly","0","Closed",
"8596","MUSC 210","1","Elementary Ear Training","1","","Lab","TR","1500-1615","FERG 220","Tews, Jacob","1","Open",
"8597","MUSC 210","2","Elementary Ear Training","1","","Lab","TR","0930-1045","FERG 210","Tews, Jacob","0","Closed",
"9217","MUSC 210","3","Elementary Ear Training","1","","Lab","TR","0930-1045","FERG 220","Kim, Seung-Hye","2","Open",
"9347","MUSC 210","4","Elementary Ear Training","1","","Lab","TR","1330-1445","FERG 220","Tews, Jacob","17","Open",
"8598","MUSC 212","1","Tonal Harmony &amp; Voice-Leading","3","","Lec","MWF","0900-0950","FERG 210","Hamm, Chelsey","7","Open",
"8599","MUSC 212","2","Tonal Harmony &amp; Voice-Leading","3","","Lec","MWF","1000-1050","FERG 210","Hamm, Chelsey","0","Closed",
"8600","MUSC 216","1","Advanced Keyboard Skills","1","","Lab","TR","1500-1615","FERG 213","Kim, Seung-Hye","12","Open",
"9218","MUSC 216","2","Advanced Keyboard Skills","1","","Lab","TR","1330-1445","FERG 213","Kim, Seung-Hye","4","Open",
"8601","MUSC 230","1","Woodwind Instrument Techniques","1","","Lab","TR","1830-1945","FERG 220","Allegood, Kristen","7","Open",
"8602","MUSC 250","1","String Instrument Techniques","1","","Lab","TR","1500-1615","FERG A183","Allegood, Kristen","1","Open",
"9344","MUSC 250","2","String Instrument Techniques","1","","Lab","","","ARR ","Ankney, Kimberly","0","Closed",
"8603","MUSC 261","1","Opera Workshop","1","","Lab","MWF","1500-1550","FERG A183","McGuire, John","15","Open",
"8604","MUSC 266","1","Foreign Language Diction II","1","","Lec","MWF","1100-1150","FERG 220","McGuire, John","7","Open",
"8605","MUSC 304","1","History of Western Music II","3","","Lec","TR","0930-1045","FERG A183","Doleac, Benjamin","6","Open",
"8606","MUSC 306","1","Global Transformations","3","  AIGM","Lec","TR","1330-1445","FERG 207","Doleac, Benjamin","14","Open",
"8607","MUSC 310","1","Advanced Ear Training II","1","","Lab","TR","1100-1215","FERG 210","Tews, Jacob","2","Open",
"8609","MUSC 312","1","Extend Tonal Tech and Atonalit","3","","Lec","MWF","1100-1150","FERG 210","Hamm, Chelsey","2","Open",
"8610","MUSC 315","1","Aesthtcs &amp; Techniqs Music Tech","3","  AICE","Lec","MWF","1000-1050","TRIB 1213","Tfirn, Maxwell","0","Closed",
"9226","MUSC 397","1","Brass Literature and Pedagogy","3","","Lec","","","ARR ","Rossum, Kelly","0","Closed",
"9268","MUSC 398","1","Percussion Literat &amp;  Pedagogy","3","","Lec","","","ARR ","Amman, Scott","0","Closed",
"8611","MUSC 417","1","Studio Production","3","","Lec","TR","1330-1445","TRIB 1213","Tfirn, Maxwell","12","Open",
"8612","MUSC 490","1","WI:Falk Sem Music Hist Rsrch","3","  WI","Lec","TR","1500-1615","FERG 207","Doleac, Benjamin","10","Open",
"8613","MUSC 491","1","Practicum in Music","1","","Lab","","","ARR ","Rossum, Kelly","0","Closed",
"8614","MUSC 496","1","Vocal Pedagogy","3","","Lec","MWF","1100-1150","FERG A183","Holland, Rachel","18","Open",
"9157","MUSC 517","1","Secondary Instrumental Methods","3","","Lec","TR","1100-1215","FERG A183","Lopez, John; Ankney, Kimberly","11","Open",
"9158","MUSC 518","1","Secondary Choral Methods","3","","Lec","TR","1100-1215","FERG A100","Irving, John","18","Open",
"8390","NEUR 201","1","Introduction of Neuroscience","3","","Lec","MWF","1400-1450","FORBES 2015","Salazar, Anna","6","Open",
"9118","NEUR 301","1","WI: Research Mthds Neuroscienc","4","  WI","Lec","MWF","1100-1150","FORBES 2002","Campolattaro, Matthew","0","Closed",
"9119","NEUR 301L","1","Research Mthds in Neur Lab","0","","Lab","M","1300-1545","FORBES 2002","Campolattaro, Matthew","0","Closed",
"9120","NEUR 316","1","Brain and Cognition","3","","Lec","TR","1100-1215","FORBES 2070D","Rollins, Leslie","0","Closed",
"9122","NEUR 360","1","Neuroendocrinology","3","","Lec","MWF","0900-0950","FORBES 2070C","Velkey, Andrew","7","Open",
"8391","NEUR 420","1","Neuroanatomy","3","","Lec","TR","1330-1445","FORBES 3014","Mitrano, Darlene","0","Closed",
"9123","NEUR 490","1","WI:Senior Sem in Neuroscience","3","  WI","Lec","TR","0800-0915","FORBES 2070C","Velkey, Andrew","0","Closed",
"8168","NSCI 310","1","The Study of Science","3","","Lec","W","1700-1945","FORBES 3012","Byron, Tami","0","Closed",
"9308","OBOE 134","1","Applied Music: Oboe","2","","Lab","","","ARR ","Longmire, Kelly","0","Closed",
"9362","OBOE 234","1","Applied Music: Oboe","2","","Lab","","","ARR ","Longmire, Kelly","0","Closed",
"9342","ORGN 134","2","Applied Music: Organ","2","","Lab","","","ARR ","Cook, Stephen","0","Closed",
"8079","PCSE 498","1","WI:Capstone Proj, Appl Physics","1 - 3","  WI","Ind","MW","1800-1915","LUTR 204","Gore, David","9","Open",
"8080","PCSE 572","1","Intro to Robotics","3","","Lec","MWF","1500-1550","LUTR 347","Conner, David","15","Open",
"8081","PCSE 579","1","Problem Solving &amp; Presentation","1","","Lec","","","ARR ","Gore, David","12","Open",
"8082","PCSE 699","1","Thesis Research","1 - 9","","Ind","M","1200-1250","LUTR 322","Monaghan, Peter","2","Open",
"9310","PERC 132","1","Applied Music: Percussion","1","","Lab","","","ARR ","Jacobson, James","0","Closed",
"9311","PERC 232","1","Applied Music: Percussion","1","","Lab","","","ARR ","Jacobson, James","0","Closed",
"9312","PERC 332","1","Applied Music: Percussion","1","","Lab","","","ARR ","Jacobson, James","0","Closed",
"9313","PERC 334","1","Applied Music: Percussion","2","","Lab","","","ARR ","Jacobson, James","0","Closed",
"9314","PERC 434","1","Applied Music: Percussion","2","","Lab","","","ARR ","Jacobson, James","0","Closed",
"8511","PHIL 101","1","Critical Thinking I","3","  LLFR","Lec","MW","1800-1915","MCM 357","Love, Shannon","0","Closed",
"8512","PHIL 101","2","Critical Thinking I","3","  LLFR","Lec","MW","1930-2045","MCM 200C","Love, Shannon","0","Closed",
"8513","PHIL 101","3","Critical Thinking I","3","  LLFR","Lec","MW","1600-1715","MCM 360","Love, Shannon","1","Open",
"8514","PHIL 101","4","Critical Thinking I","3","  LLFR","Lec","TR","1800-1915","MCM 212","Nachtigal, Aaron","0","Closed",
"8515","PHIL 101","5","Critical Thinking I","3","  LLFR","Lec","T","1930-2215","MCM 212","Nachtigal, Aaron","4","Open",
"8516","PHIL 201","1","Ancient and Medieval Phil","3","  AIGM","Lec","TR","1100-1215","MCM 260","Davidson, James","0","Closed",
"8517","PHIL 201","2","Ancient and Medieval Phil","3","  AIGM","Lec","TR","0800-0915","MCM 260","Davidson, James","2","Open",
"8518","PHIL 201","3","Ancient and Medieval Phil","3","  AIGM","Lec","MWF","0900-0950","MCM 262","Jelinek, Elizabeth","1","Open",
"8519","PHIL 201","4","Ancient and Medieval Phil","3","  AIGM","Lec","MWF","1000-1050","MCM 262","Jelinek, Elizabeth","0","Closed",
"8520","PHIL 202","1","Modern Philosophy","3","  AIWT","Lec","TR","0930-1045","MCM 260","Davidson, James","0","Closed",
"8521","PHIL 202","2","Modern Philosophy","3","  AIWT","Lec","TR","1630-1745","MCM 257","Homan, Matthew","0","Closed",
"8522","PHIL 202","3","Modern Philosophy","3","  AIWT","Lec","TR","1800-1915","MCM 257","Homan, Matthew","0","Closed",
"9212","PHIL 202","4","Modern Philosophy","3","  AIWT","Lec","TR","1330-1445","MCM 207","Strehle, Stephen","0","Closed",
"8523","PHIL 205","1","The Anatomy of Thought","3","  LLFR","Lec","MWF","1100-1150","MCM 362","Silverman, Eric","0","Closed",
"8524","PHIL 205","2","The Anatomy of Thought","3","  LLFR","Lec","MWF","1200-1250","MCM 362","Silverman, Eric","3","Open",
"8525","PHIL 207","1","Ethical Issues in Business","3","  LLFR","Lec","MWF","1100-1150","MCM 114","Tweedt, Christopher","0","Closed",
"8526","PHIL 207","2","Ethical Issues in Business","3","  LLFR","Lec","MWF","1300-1350","MCM 216","Tweedt, Christopher","0","Closed",
"8527","PHIL 207","3","Ethical Issues in Business","3","  LLFR","Lec","MWF","1300-1350","MCM 362","Balay, Joe","0","Closed",
"8528","PHIL 207","4","Ethical Issues in Business","3","  LLFR","Lec","MWF","1500-1550","MCM 360","Balay, Joe","0","Closed",
"8530","PHIL 207","6","Ethical Issues in Business","3","  LLFR","Lec","TR","1500-1615","MCM 162","Martin, Edwin","0","Closed",
"8531","PHIL 207","7","Ethical Issues in Business","3","  LLFR","Lec","TR","1630-1745","MCM 212","Nachtigal, Aaron","0","Closed",
"9363","PHIL 207","8","Ethical Issues in Business","3","  LLFR","Lec","W","1800-2045","MCM 207","Homan, Matthew","0","Closed",
"8532","PHIL 305","1","The Quest for Truth","3","  AIGM","Lec","TR","1800-1915","MCM 357","Tweedt, Christopher","3","Open",
"8533","PHIL 307","1","Current Trends in Mod Thought","3","","Lec","TR","1330-1445","MCM 200B","Homan, Matthew","6","Open",
"8534","PHIL 308","1","Philosophy of Religion","3","","Lec","MWF","1300-1350","MCM 207","Gardner, Patrick","1","Open",
"8535","PHIL 312","1","American Philosophy","3","","Lec","TR","1500-1615","TRIB 1213","Balay, Joe","2","Open",
"8536","PHIL 315","1","Philosophy of Gender","3","","Lec","MWF","1000-1050","MCM 216","Hutchinson, Dawn","1","Open",
"8537","PHIL 321","1","WI:Legal Reasoning","3","  WI","Lec","MW","1600-1715","MCM 364","Carney, Lindsey; Redick, Kip","0","Closed",
"8538","PHIL 337","1","Radical Evil &amp; Phil of Law","3","","Lec","TR","0930-1045","TRIB 1213","Underwood, Lori; Hutchinson, Dawn","0","Closed",
"8539","PHIL 348","1","Asian Philosophy","3","","Lec","MWF","1400-1450","MCM 200C","Thompson, John","11","Open",
"8541","PHIL 384","1","Medical Ethics","3","  AIWT","Lec","TR","1930-2045","MCM 357","Tweedt, Christopher","0","Closed",
"8542","PHIL 425","1","Constitutional Theory","3","","Lec","MWF","1400-1450","MCM 112","Silverman, Eric","3","Open",
"8544","PHIL 490","1","WI: Senior Seminar","3","  WI","Lec","MWF","1300-1350","TRIB 1213","Hutchinson, Dawn","9","Open",
"8083","PHYS 105L","1","Elementary Physics Lab","1","  AINW","Lab","R","1330-1615","LUTR 301","Gore, David; Baer, Anne","3","Open",
"8084","PHYS 105L","2","Elementary Physics Lab","1","  AINW","Lab","R","1800-2045","LUTR 301","Gore, David; Baer, Anne","2","Open",
"8085","PHYS 105L","3","Elementary Physics Lab","1","  AINW","Lab","W","1800-2045","LUTR 301","Ryan, Robert","2","Open",
"8086","PHYS 141","1","How Things Work","3","  AINW","Lec","TR","1500-1615","LUTR 269","Cole, Leon","0","Closed",
"8087","PHYS 141","2","How Things Work","3","  AINW","Lec","TR","1800-1915","LUTR 269","Cole, Leon","0","Closed",
"8088","PHYS 144","1","Astronomy","3","  AINW","Lec","TR","1630-1745","LUTR 269","Walker, Marissa","0","Closed",
"8089","PHYS 144","2","Astronomy","3","  AINW","Lec","TR","1330-1445","LUTR 269","Walker, Marissa","0","Closed",
"8090","PHYS 151","1","College Physics I","3","  AINW","Lec","TR","1100-1215","LUTR 322","Cole, Leon","0","Closed",
"8091","PHYS 151L","1","College Physics I Laboratory","1","  AINW","Lab","M","1800-2045","LUTR 310","Fisher, Ryan; French, Christopher","0","Closed",
"8092","PHYS 152","1","College Physics II","3","  AINW","Lec","TR","0930-1045","LUTR 121","Fisher, Ryan","0","Closed",
"8093","PHYS 152","2","College Physics II","3","  AINW","Lec","TR","1630-1745","LUTR 121","Gerousis, Costa","0","Closed",
"8094","PHYS 152","3","College Physics II","3","  AINW","Lec","TR","1100-1215","LUTR 121","Gore, David","37","Open",
"8101","PHYS 152L","0","College Physics II Laboratory","1","  AINW","Lab","T","1800-2045","LUTR 306","Ungaro, Maurizio","0","Closed",
"8095","PHYS 152L","1","College Physics II Laboratory","1","  AINW","Lab","W","0800-1045","LUTR 306","Fernandez, Jose","30","Open",
"8096","PHYS 152L","2","College Physics II Laboratory","1","  AINW","Lab","M","1400-1645","LUTR 306","Cole, Leon; Balsamo, Alexander","0","Closed",
"8097","PHYS 152L","3","College Physics II Laboratory","1","  AINW","Lab","M","1800-2045","LUTR 306","Cole, Leon; Balsamo, Alexander","1","Open",
"8098","PHYS 152L","4","College Physics II Laboratory","1","  AINW","Lab","M","0900-1145","LUTR 306","Fernandez, Jose","18","Open",
"8099","PHYS 152L","5","College Physics II Laboratory","1","  AINW","Lab","T","1330-1615","LUTR 306","Gore, David; Baer, Anne","0","Closed",
"8100","PHYS 152L","6","College Physics II Laboratory","1","  AINW","Lab","W","1300-1545","LUTR 306","Cole, Leon; Balsamo, Alexander","0","Closed",
"8102","PHYS 201","1","University Physics I","3","  AINW","Lec","MWF","1000-1050","LUTR 242","Brash, Edward","6","Open",
"8103","PHYS 201L","1","University Physics I Lab","1","  AINW","Lab","M","1800-2045","LUTR 301","McHugh, Martin","1","Open",
"8104","PHYS 202","1","University Physics II","3","  AINW","Lec","TR","0800-0915","LUTR 264","Fersch, Robert","0","Closed",
"8105","PHYS 202","2","University Physics II","3","  AINW","Lec","TR","1500-1615","LUTR 264","Fersch, Robert","4","Open",
"8106","PHYS 202","3","University Physics II","3","  AINW","Lec","TR","1100-1215","LUTR 269","Walker, Marissa","10","Open",
"8107","PHYS 202L","1","University Physics II Lab","1","  AINW","Lab","R","1800-2045","LUTR 310","Weygand, Dennis","2","Open",
"8108","PHYS 202L","2","University Physics II Lab","1","  AINW","Lab","R","0930-1215","LUTR 310","Fersch, Robert; French, Christopher","0","Closed",
"8109","PHYS 202L","3","University Physics II Lab","1","  AINW","Lab","W","1800-2045","LUTR 310","Bastaninejad, Mahzad","1","Open",
"8110","PHYS 301","1","Intermed Classical Mechanics","3","","Lec","TR","1330-1445","LUTR 322","Monaghan, Peter","8","Open",
"8111","PHYS 340","1","Methods of Theoretical Physics","3","","Lec","MW","1800-1915","FORBES 2070C","Fersch, Robert","0","Closed",
"9267","PHYS 341","1","Design of Experiments","3","","Lec","","","ARR ","Brash, Edward","0","Closed",
"8112","PHYS 402","1","Quantum Physics","3","","Lec","TR","1100-1215","LUTR 323","Fisher, Ryan","5","Open",
"8113","PHYS 404","1","Electrodynamics","3","","Lec","TR","0930-1045","LUTR 322","Heddle, David","9","Open",
"8114","PHYS 406","1","Thermodynamics","3","","Lec","MWF","1000-1050","LUTR 264","Gore, David","8","Open",
"8115","PHYS 502","1","Quantum Physics","3","","Lec","TR","1100-1215","LUTR 323","Fisher, Ryan","8","Open",
"8116","PHYS 504","1","Electromagnetic Theory","3","","Lec","TR","0930-1045","LUTR 322","Heddle, David","9","Open",
"8117","PHYS 506","1","Thermodynamics/Statisticl Phys","3","","Lec","MWF","1000-1050","LUTR 264","Gore, David","6","Open",
"9156","PHYS 521","1","Computer Architecture","3","","Lec","TR","1330-1445","LUTR 264","Gerousis, Costa","8","Open",
"8118","PHYS 522","1","Microprocessor-base Systems","3","","Lec","TR","1500-1615","LUTR 204","Wang, Dali","9","Open",
"9243","PHYS 595","1","SPC TP:Intro Nuc/Particle Phys","3","","Lec","TR","1630-1745","LUTR 322","Monaghan, Peter","10","Open",
"9315","PIAN 130","1","Applied Music: Piano","1","","Lab","","","ARR ","Corbin, Benjamin","0","Closed",
"9316","PIAN 132","1","Applied Music: Piano","1","","Lab","","","ARR ","Corbin, Benjamin","0","Closed",
"9317","PIAN 234","1","Applied Music: Piano","2","","Lab","","","ARR ","Corbin, Benjamin","0","Closed",
"9318","PIAN 434","4","Applied Music: Piano","2","","Lab","","","ARR ","Corbin, Benjamin","0","Closed",
"8392","PMED 010","1","Pre-med Scholars Prgm Act I","0","","Fie","TR","1230-1320","FORBES 1022","Brown, Gwynne","38","Open",
"8393","PMED 020","1","Pre-med Scholars Prgm Act II","0","","Fie","TR","1230-1320","FORBES 1022","Brown, Gwynne","0","Closed",
"8394","PMED 030","1","Pre-med Scholars Prgm Act III","0","","Fie","TR","1230-1320","FORBES 1022","Brown, Gwynne","0","Closed",
"8395","PMED 040","1","Pre-med Scholars Prgm Act IV","0","","Fie","TR","1230-1320","FORBES 1022","Brown, Gwynne","0","Closed",
"8731","POLS 100","1","Political Thought and Society","3","","Lec","MWF","0900-0950","MCM 316","Caballero, Sandra","1","Open",
"8732","POLS 100","2","Political Thought and Society","3","","Lec","TR","1330-1445","MCM 360","Lynerd, Benjamin","2","Open",
"8734","POLS 100","3","Political Thought and Society","3","","Lec","TR","1630-1745","MCM 162","Lynerd, Benjamin","2","Open",
"8735","POLS 101","1","Power and Politics in America","3","  AIDE","Lec","MWF","1100-1150","MCM 101","Camobreco, John","14","Open",
"8737","POLS 101","2","Power and Politics in America","3","  AIDE","Lec","MWF","0900-0950","MCM 364","Greenlee, Harry","0","Closed",
"8738","POLS 101","3","Power and Politics in America","3","  AIDE","Lec","MWF","1400-1450","MCM 362","Scroggs, Matt","0","Closed",
"8740","POLS 101","5","Power and Politics in America","3","  AIDE","Lec","TR","0930-1045","MCM 307","Bromley-Trujillo, Rebecca","0","Closed",
"8741","POLS 101","6","Power and Politics in America","3","  AIDE","Lec","TR","1330-1445","MCM 307","Bromley-Trujillo, Rebecca","0","Closed",
"8744","POLS 202","1","State and Local Government","3","","Lec","W","1800-2100","MCM 310","Maddrea, Blair","0","Closed",
"8745","POLS 215","1","Comprtv &amp; Intnl Politics","3","","Lec","MW","1600-1715","MCM 362","Nelson, Devon","2","Open",
"8748","POLS 215","3","Comprtv &amp; Intnl Politics","3","","Lec","MWF","1200-1250","MCM 262","Chouhoud, Youssef","1","Open",
"8749","POLS 215","4","Comprtv &amp; Intnl Politics","3","","Lec","MWF","1300-1350","MCM 262","Chouhoud, Youssef","0","Closed",
"8750","POLS 215","5","Comprtv &amp; Intnl Politics","3","","Lec","MW","1800-1915","MCM 364","Nelson, Devon","10","Open",
"8752","POLS 311","1","WI:Comparative Politics","3","  WI","Lec","TR","1500-1615","MCM 364","Holt, John","0","Closed",
"9194","POLS 311","2","WI:Comparative Politics","3","  WI","Lec","TR","1630-1745","MCM 364","Shelton, Crystal","9","Open",
"8864","POLS 316","1","Constitutional Law","3","","Lec","TR","1800-1915","MCM 307","Campolongo, John","2","Open",
"8865","POLS 316","2","Constitutional Law","3","","Lec","TR","1930-2045","MCM 307","Campolongo, John","6","Open",
"8866","POLS 320","1","Religion &amp; Politics in the US","3","","Lec","MWF","1000-1050","MCM 316","Camobreco, John","0","Closed",
"8754","POLS 333","1","Congress","3","","Lec","TR","1100-1215","MCM 212","Barnello, Michelle","0","Closed",
"8868","POLS 338","1","Polit of Weapons Proliferation","3","","Lec","MW","1600-1715","MCM 310","Scroggs, Matt","0","Closed",
"8755","POLS 350","1","Latin Ame Politics &amp; Societies","3","","Lec","TR","0930-1045","MCM 216","Rizova, Tatiana","0","Closed",
"8757","POLS 350","2","Latin Ame Politics &amp; Societies","3","","Lec","TR","1100-1215","MCM 216","Rizova, Tatiana","0","Closed",
"8870","POLS 352","1","Rsrch Methds &amp; Quant Analysis","3","","Lec","MWF","1100-1150","MCM 110","Bitecofer, Rachel","0","Closed",
"8871","POLS 352","2","Rsrch Methds &amp; Quant Analysis","3","","Lec","MWF","1200-1250","MCM 110","Bitecofer, Rachel","0","Closed",
"8876","POLS 353","1","East Asian Politics","3","","Lec","TR","1630-1745","MCM 307","Sun, Taiyi","0","Closed",
"8758","POLS 354","1","Political Campaigns/Elections","3","","Lec","MWF","1400-1450","MCM 360","Bitecofer, Rachel","0","Closed",
"8762","POLS 357","2","Classical Political Thought","3","","Lec","TR","1100-1215","MCM 366","Lynerd, Benjamin","0","Closed",
"8878","POLS 371","1","WI: Public Admin &amp; Policy","3","  WI","Lec","R","1800-2100","MCM 316","Reiske, William","0","Closed",
"9193","POLS 375","1","Labor Law and Politics","3","","Lec","MWF","1100-1150","MCM 164","Greenlee, Harry","0","Closed",
"8880","POLS 380","1","Terrorism","3","","Lec","M","1800-2100","MCM 366","Shelton, Crystal","0","Closed",
"8881","POLS 380","2","Terrorism","3","","Lec","TR","1330-1445","MCM 362","Shelton, Crystal","0","Closed",
"8883","POLS 380","3","Terrorism","3","","Lec","TR","1500-1615","MCM 362","Shelton, Crystal","0","Closed",
"9239","POLS 395","1","SPC TP: Democracy &amp; Dem Brkdwn","3","","Lec","MW","1800-1915","MCM 362","Chouhoud, Youssef","0","Closed",
"9241","POLS 395","2","SPC TP: Espionage &amp; Intelligen","3","","Lec","M","1800-2100","MCM 112","Tacosa, Corliss","0","Closed",
"8763","POLS 410","1","Ethnic Conflict &amp; Nationalism","3","","Lec","MW","1600-1715","MCM 260","Chaudhry, Suparna","0","Closed",
"8766","POLS 410","2","Ethnic Conflict &amp; Nationalism","3","","Lec","MW","1800-1915","MCM 260","Chaudhry, Suparna","0","Closed",
"8884","POLS 454","1","American Political Behavior","3","","Lec","TR","1630-1745","MCM 362","Bromley-Trujillo, Rebecca","0","Closed",
"8885","POLS 490","1","WI:Senior Seminar in Poli Sci","3","  WI","Lec","MWF","1400-1450","MCM 300D","Camobreco, John","0","Closed",
"8886","POLS 490","2","WI:Senior Seminar in Poli Sci","3","  WI","Lec","TR","0930-1045","MCM 300D","Barnello, Michelle","0","Closed",
"8887","POLS 490","3","WI:Senior Seminar in Poli Sci","3","  WI","Lec","TR","1100-1215","FERG 208","Sun, Taiyi","0","Closed",
"8889","POLS 491","1","Political Science Internship","3","","Int","","","ARR ","Greenlee, Harry","10","Open",
"9195","POLS 499","1","IND ST: Careers in Govt Policy","2","","Ind","M","1800-2000","MCM 307","Wagner, Frank","9","Open",
"9258","POLS 499","2","IND ST: Terrorism/Intervention","3","","Ind","","","ARR ","Shelton, Crystal","0","Closed",
"9057","PSYC 201","1","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","MWF","1300-1350","FORBES 1022","Gibbons, Jeffrey","0","Closed",
"9058","PSYC 201","2","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","TR","0930-1045","FORBES 1022","Greenlee, Shelia","0","Closed",
"9059","PSYC 202","1","Inv Socl Contxt of Beh &amp; Cogn","3","","Lec","MWF","1500-1550","FORBES 1022","Antaramian, Susan","0","Closed",
"9060","PSYC 202","2","Inv Socl Contxt of Beh &amp; Cogn","3","","Lec","MWF","1400-1450","MCM 101","Niehaus, Jeffrey","0","Closed",
"9061","PSYC 207","1","Lifespan Development","3","","Lec","TR","1630-1745","FORBES 2070D","Frieden, Fredrick","1","Open",
"9062","PSYC 207","2","Lifespan Development","3","","Lec","TR","1500-1615","FORBES 2070D","Frieden, Fredrick","0","Closed",
"9063","PSYC 208","1","Child Development","3","","Lec","TR","1800-1915","FORBES 2070D","Mozo, Courtney","0","Closed",
"9064","PSYC 208","2","Child Development","3","","Lec","TR","1930-2045","FORBES 2070D","Mozo, Courtney","10","Open",
"9067","PSYC 208","4","Child Development","3","","Lec","MW","1930-2045","FORBES 2015","Sulzberger, Robert","0","Closed",
"9426","PSYC 299","1","IND ST: Fading Affect Bias","3","","Ind","","","ARR ","Gibbons, Jeffrey","0","Closed",
"9068","PSYC 300","1","Statistical Appl-Soc Sci Rsrch","3","","Lec","MW","1800-1915","FORBES 2090","Lyons, Jason","0","Closed",
"9069","PSYC 300","2","Statistical Appl-Soc Sci Rsrch","3","","Lec","TR","1100-1215","FORBES 2090","Niehaus, Jeffrey","0","Closed",
"9070","PSYC 300","3","Statistical Appl-Soc Sci Rsrch","3","","Lec","TR","0930-1045","FORBES 2090","Niehaus, Jeffrey","0","Closed",
"9071","PSYC 301","1","WI:Research Mthds in Psych","3","  WI","Lec","TR","1330-1445","FORBES 2090","Catanzaro, Diane","0","Closed",
"9072","PSYC 301","2","WI:Research Mthds in Psych","3","  WI","Lec","TR","1100-1215","FORBES 2012","Gibbons, Jeffrey","0","Closed",
"9073","PSYC 301","3","WI:Research Mthds in Psych","3","  WI","Lec","MWF","0900-0950","FORBES 2002","Lange, Michelle","0","Closed",
"9074","PSYC 301","4","WI:Research Mthds in Psych","3","  WI","Lec","MWF","1300-1350","FORBES 2009","Riggins, Earl","0","Closed",
"9075","PSYC 301","5","WI:Research Mthds in Psych","3","  WI","Lec","MWF","1100-1150","FORBES 2090","Rollins, Leslie","0","Closed",
"9076","PSYC 301L","1","Research Methods Laboratory","1","","Lab","TR","1500-1615","FORBES 2090","Catanzaro, Diane","0","Closed",
"9077","PSYC 301L","2","Research Methods Laboratory","1","","Lab","TR","1330-1445","FORBES 2012","Gibbons, Jeffrey","0","Closed",
"9078","PSYC 301L","3","Research Methods Laboratory","1","","Lab","MWF","1000-1050","FORBES 2002","Lange, Michelle","0","Closed",
"9079","PSYC 301L","4","Research Methods Laboratory","1","","Lab","MWF","1400-1450","FORBES 2009","Riggins, Earl","0","Closed",
"9080","PSYC 301L","5","Research Methods Laboratory","1","","Lab","MWF","1200-1250","FORBES 2090","Rollins, Leslie","0","Closed",
"9197","PSYC 304","1","Social Psychology","3","","Lec","MW","1600-1715","FORBES 2015","Hart, Jason","0","Closed",
"9198","PSYC 304","2","Social Psychology","3","","Lec","TR","0930-1045","FORBES 2015","Hart, Jason","0","Closed",
"9081","PSYC 305","1","Psychology of Learning","3","","Lec","MWF","1000-1050","FORBES 2070D","Campolattaro, Matthew","0","Closed",
"9082","PSYC 306","1","History and Systems of Psych","3","","Lec","MWF","0900-0950","FORBES 2070E","Doolittle, Dorothy","0","Closed",
"9083","PSYC 306","2","History and Systems of Psych","3","","Lec","MWF","1000-1050","FORBES 2070E","Doolittle, Dorothy","0","Closed",
"9084","PSYC 312","1","Educational Psychology","3","","Lec","MWF","1500-1550","FORBES 2015","Riggins, Earl","13","Open",
"9085","PSYC 312","2","Educational Psychology","3","","Lec","MW","1800-1915","FORBES 2015","Sulzberger, Robert","1","Open",
"9086","PSYC 313","1","Human Relations-Organizations","3","","Lec","MW","1600-1715","FORBES 2070C","Catanzaro, Diane","6","Open",
"9087","PSYC 314","1","Psychology of Personality","3","","Lec","TR","1100-1215","FORBES 2074","Lee, Sherman","0","Closed",
"9088","PSYC 314","2","Psychology of Personality","3","","Lec","TR","1330-1445","FORBES 2015","Lee, Sherman","0","Closed",
"9089","PSYC 315","1","Psychology-Abnormal Behavior","3","","Lec","TR","0800-0915","FORBES 2070D","Lange, Michelle","8","Open",
"9090","PSYC 315","2","Psychology-Abnormal Behavior","3","","Lec","TR","1500-1615","FORBES 2015","Stone, Lindsey","1","Open",
"9091","PSYC 315","3","Psychology-Abnormal Behavior","3","","Lec","TR","1630-1745","FORBES 2015","Stone, Lindsey","0","Closed",
"9092","PSYC 316","1","Cognitive Psychology","3","","Lec","TR","1100-1215","FORBES 2070D","Rollins, Leslie","0","Closed",
"9093","PSYC 319","1","Intro to Psychotherapy","3","","Lec","MW","1600-1715","FORBES 2070D","Stone, Lindsey","1","Open",
"9094","PSYC 336","1","Death, Dying, &amp; Bereavement","3","","Lec","M","1800-2045","MCM 114","Lee, Sherman","0","Closed",
"9095","PSYC 405","1","Motivation and Emotion","3","","Lec","MWF","0900-0950","FORBES 2070D","Hunter, Laurie","0","Closed",
"9096","PSYC 405L","1","Motivation and Emotion Lab","1","","Lab","MWF","1000-1050","FORBES 2009","Hunter, Laurie","0","Closed",
"9097","PSYC 405L","2","Motivation and Emotion Lab","1","","Lab","MWF","1100-1150","FORBES 2009","Hunter, Laurie","0","Closed",
"9098","PSYC 409","1","Behvr Medicine/Hlth Psyc","3","","Lec","TR","1630-1745","FORBES 2070E","Berry, Thomas","0","Closed",
