CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8519","POLS 381","ON1","Internationl Political Economy","3","","Lec","MWF","1500-1550","SYN ","Sun, Taiyi","0","Closed",
"9303","POLS 395","1","SPC TP: Evol Am Intelligence","3","","Lec","M","1800-2100","MCM 212","Tacosa, Corliss","3","Open",
"9304","POLS 395","2","SPC TP: Russian Politics","3","","Lec","W","1800-2100","MCM 110","Tacosa, Corliss","4","Open",
"8523","POLS 490","3","WI:Senior Seminar in Poli Sci","3","  WI","Lec","MW","1600-1715","MCM 160","Rizova, Tatiana","0","Closed",
"8522","POLS 490","ON1","WI:Senior Seminar in Poli Sci","3","  WI","Lec","TR","0930-1045","SYN ","Camobreco, John","2","Open",
"8521","POLS 490","ON2","WI:Senior Seminar in Poli Sci","3","  WI","Lec","MWF","0900-0950","SYN ","Barnello, Michelle","2","Open",
"8524","POLS 491","ON1","Political Science Internship","3","","Int","","","ARR ","Greenlee, Harry","14","Open",
"9445","POLS 499","1","IND ST: Careers in Govt Policy","2","","Ind","M","1800-2000","ARR ","Wagner, Frank","0","Closed",
"8329","PSYC 201","ON1","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","TR","0930-1045","SYN ","Marshall, Timothy","1","Open",
"8330","PSYC 201","ON2","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","TR","1800-1915","SYN ","Marshall, Timothy","2","Open",
"8328","PSYC 201","ON3","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","MWF","1100-1150","SYN ","Greenlee, Shelia","1","Open",
"8327","PSYC 201","ON4","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","MWF","1300-1350","SYN ","Gibbons, Jeffrey","3","Open",
"8331","PSYC 202","ON1","Inv Socl Contxt of Beh &amp; Cogn","3","","Lec","MWF","1400-1450","SYN ","Antaramian, Susan","0","Closed",
"8332","PSYC 202","ON2","Inv Socl Contxt of Beh &amp; Cogn","3","","Lec","MW","1600-1715","SYN ","Catanzaro, Diane","0","Closed",
"8333","PSYC 207","ON1","Lifespan Development","3","","Lec","TR","1500-1615","SYN ","Frieden, Fredrick","4","Open",
"8334","PSYC 208","1","Child Development","3","","Lec","MWF","0800-0850","DSU 255","Greenlee, Shelia","5","Open",
"8335","PSYC 208","2M","Child Development","3","","Lec","MWF","0900-0950","DSU 255","Greenlee, Shelia","11","Open",
"8337","PSYC 208","4M","Child Development","3","","Lec","TR","1930-2045","FERG T132","Mozo, Courtney","17","Open",
"8336","PSYC 208","ON1","Child Development","3","","Lec","MWF","1100-1150","SYN ","Antaramian, Susan","2","Open",
"8338","PSYC 208","ON2","Child Development","3","","Lec","MW","1930-2045","SYN ","Sulzberger, Robert","3","Open",
"8339","PSYC 300","ON1","Statistical Appl-Soc Sci Rsrch","3","","Lec","TR","1100-1215","SYN ","Niehaus, Jeffrey","0","Closed",
"8340","PSYC 300","ON2","Statistical Appl-Soc Sci Rsrch","3","","Lec","MWF","1500-1550","SYN ","Niehaus, Jeffrey","1","Open",
"8341","PSYC 300","ON3","Statistical Appl-Soc Sci Rsrch","3","","Lec","MWF","1400-1450","SYN ","Niehaus, Jeffrey","0","Closed",
"8342","PSYC 301","1","WI:Research Mthds in Psych","3","  WI","Lec","MWF","1400-1450","FORBES 2015","Lange, Michelle","0","Closed",
"8343","PSYC 301","2","WI:Research Mthds in Psych","3","  WI","Lec","MWF","1000-1050","FORBES 2015","Pressley, Timothy","0","Closed",
"8344","PSYC 301","3","WI:Research Mthds in Psych","3","  WI","Lec","MWF","1200-1250","LUTR 139","Rollins, Leslie","0","Closed",
"8345","PSYC 301","ON1","WI:Research Mthds in Psych","3","  WI","Lec","TR","1330-1445","SYN ","Stone, Lindsey","0","Closed",
"8346","PSYC 301L","1","Research Methods Laboratory","1","","Lab","MWF","1500-1550","FORBES 2090","Lange, Michelle","0","Closed",
"8347","PSYC 301L","2","Research Methods Laboratory","1","","Lab","MWF","1100-1150","FORBES 2015","Pressley, Timothy","0","Closed",
"8348","PSYC 301L","3","Research Methods Laboratory","1","","Lab","MWF","1300-1350","LUTR 139","Rollins, Leslie","0","Closed",
"8349","PSYC 301L","ON1","Research Methods Laboratory","1","","Lab","TR","1500-1615","SYN ","Stone, Lindsey","1","Open",
"8350","PSYC 304","ON1","Social Psychology","3","","Lec","MWF","1400-1450","SYN ","Hart, Jason","0","Closed",
"8351","PSYC 305","1","Psychology of Learning","3","","Lec","MWF","1200-1250","FRMN 201","Velkey, Andrew","2","Open",
"8352","PSYC 306","ON1","History and Systems of Psych","3","","Lec","MWF","0900-0950","SYN ","Doolittle, Dorothy","6","Open",
"8353","PSYC 306","ON2","History and Systems of Psych","3","","Lec","MWF","1000-1050","SYN ","Doolittle, Dorothy","0","Closed",
"8354","PSYC 312","1","Educational Psychology","3","","Lec","MW","1800-1915","FERG T132","Romito, Meredith","0","Closed",
"8355","PSYC 312","2","Educational Psychology","3","","Lec","MWF","1300-1350","FERG T132","Riggins, Earl","3","Open",
"8356","PSYC 312","3","Educational Psychology","3","","Lec","MWF","1500-1550","LUTR 269","Riggins, Earl","13","Open",
"8357","PSYC 314","1","Psychology of Personality","3","","Lec","TR","1100-1215","LUTR 121","Lee, Sherman","0","Closed",
"8358","PSYC 314","2","Psychology of Personality","3","","Lec","TR","1330-1445","DSU 255","Lee, Sherman","2","Open",
"8359","PSYC 315","ON1","Psychology-Abnormal Behavior","3","","Lec","TR","0930-1045","SYN ","Lange, Michelle","0","Closed",
"8360","PSYC 315","ON2","Psychology-Abnormal Behavior","3","","Lec","TR","0800-0915","SYN ","Lange, Michelle","10","Open",
"8361","PSYC 315","ON3","Psychology-Abnormal Behavior","3","","Lec","MW","1600-1715","SYN ","Stone, Lindsey","10","Open",
"8362","PSYC 316","ON1","Cognitive Psychology","3","","Lec","MWF","0900-0950","SYN ","Rollins, Leslie","0","Closed",
"8363","PSYC 327","1","Theories &amp; Prin of Child Devel","3","","Lec","MW","1800-1915","LUTR 376","Lyons, Jason","17","Open",
"8364","PSYC 333","ON1","Personnel Psychology","3","","Lec","TR","1100-1215","SYN ","Catanzaro, Diane","4","Open",
"8365","PSYC 336","1","Death, Dying, &amp; Bereavement","3","","Lec","M","1900-2145","FRMN T113","Lee, Sherman","0","Closed",
"8366","PSYC 340","1","Adult Development and Aging","3","","Lec","TR","1500-1615","FRMN 201","Riggins, Earl","14","Open",
"8367","PSYC 350","ON1","Forensic Psychology","3","","Lec","TR","1330-1445","SYN ","Frieden, Fredrick","0","Closed",
"8370","PSYC 405","ON1","Motivation and Emotion","3","","Lec","MWF","1000-1050","SYN ","Hunter, Laurie","0","Closed",
"8371","PSYC 405L","ON1","Motivation and Emotion Lab","1","","Lab","MWF","1100-1150","SYN ","Hunter, Laurie","0","Closed",
"8372","PSYC 405L","ON2","Motivation and Emotion Lab","1","","Lab","MWF","1200-1250","SYN ","Hunter, Laurie","0","Closed",
"8373","PSYC 409","ON1","Behvr Medicine/Hlth Psyc","3","","Lec","TR","1630-1745","SYN ","Berry, Thomas","2","Open",
"8374","PSYC 409L","ON1","Behvr Medicine/Hlth Psyc Lab","1","","Lab","TR","1800-1915","SYN ","Berry, Thomas","0","Closed",
"8375","PSYC 409L","ON2","Behvr Medicine/Hlth Psyc Lab","1","","Lab","W","1800-2045","SYN ","Berry, Thomas","4","Open",
"8376","PSYC 415","1","Comparative Psychology","3","","Lec","MWF","0900-0950","MCM 164","Velkey, Andrew","3","Open",
"8377","PSYC 415L","1","Comparative Psychology Lab","1","","Lab","M","1400-1645","FORBES 2009","Velkey, Andrew","3","Open",
"8378","PSYC 420","ON1","Human Sexuality","3","","Lec","TR","1630-1745","SYN ","Frieden, Fredrick","0","Closed",
"8379","PSYC 428","ON1","Cognitive Development","3","","Lec","TR","0930-1045","SYN ","Cartwright, Kelly","1","Open",
"8380","PSYC 428L","ON1","Cognitive Development Lab","1","","Lab","TR","1100-1215","SYN ","Cartwright, Kelly","0","Closed",
"8381","PSYC 428L","ON2","Cognitive Development Lab","1","","Lab","TR","1330-1445","SYN ","Cartwright, Kelly","2","Open",
"8382","PSYC 444","ON1","Psychology of Creat/Crit Think","3","","Lec","MWF","1100-1150","SYN ","Dow, Gayle","4","Open",
"8383","PSYC 444L","1","Psyc of Creat/Crit Think Lab","1","","Lab","MWF","1200-1250","FORBES 2002","Dow, Gayle","0","Closed",
"8384","PSYC 444L","2","Psyc of Creat/Crit Think Lab","1","","Lab","MWF","1300-1350","FORBES 2002","Dow, Gayle","0","Closed",
"8386","PSYC 490","2","WI: Senior Seminar in Psych","3","  WI","Lec","MWF","1000-1050","FORBES 2070E","Hart, Jason","0","Closed",
"8387","PSYC 490","3","WI: Senior Seminar in Psych","3","  WI","Lec","MWF","1100-1150","FORBES 2070D","Hart, Jason","0","Closed",
"8385","PSYC 490","ON1","WI: Senior Seminar in Psych","3","  WI","Lec","MWF","1200-1250","SYN ","Doolittle, Dorothy","1","Open",
"8388","PSYC 490","ON2","WI: Senior Seminar in Psych","3","  WI","Lec","TR","1330-1445","SYN ","Niehaus, Jeffrey","0","Closed",
"8389","PSYC 521","1","Reading Acquisition &amp; Devlpmnt","3","","Lec","M","1600-1845","FORBES 2070C","Savage, Donna","7","Open",
"8390","PSYC 521","2","Reading Acquisition &amp; Devlpmnt","3","","Lec","T","1630-1915","FORBES 3014","Swords, Rachel Ann","8","Open",
"8391","PSYC 521L","1","Reading Acquisition &amp; Dev Lab","1","","Lab","T","0930-1130","FORBES 2070C","Powell, Linda","0","Closed",
"8392","PSYC 521L","2","Reading Acquisition &amp; Dev Lab","1","","Lab","R","0930-1130","FORBES 2070C","Powell, Linda","3","Open",
"8393","PSYC 535","ON1","Exceptional Learner","3","","Lec","W","1600-1845","SYN ","Sulzberger, Robert","5","Open",
"8394","PSYC 535","ON2","Exceptional Learner","3","","Lec","R","1630-1915","SYN ","Sulzberger, Robert","2","Open",
"8395","PSYC 544","1","Assessment of Learning","3","","Lec","T","1630-1915","MCM 260","Pressley, Timothy","1","Open",
"8610","RSTD 210","1R","Interfaith Studies","3","  AIGM","Lec","MWF","1200-1250","FORBES 2070D","Timani, Hussam","1","Open",
"8611","RSTD 211","1","Religions of the East","3","  AIGM","Lec","MWF","0900-0950","MCM 312","Curtis, Margaret","0","Closed",
"8612","RSTD 211","2","Religions of the East","3","  AIGM","Lec","MWF","1000-1050","MCM 312","Curtis, Margaret","3","Open",
"8613","RSTD 211","3C","Religions of the East","3","  AIGM","Lec","MWF","1100-1150","MCM 210","Thompson, John","4","Open",
"8614","RSTD 211","ON1","Religions of the East","3","  AIGM","Lec","TR","1500-1615","SYN ","Schweig, Graham","0","Closed",
"8615","RSTD 211","ON2","Religions of the East","3","  AIGM","Lec","TR","1630-1745","SYN ","Schweig, Graham","0","Closed",
"9238","RSTD 212","3C","Religions of the West","3","  AIWT","Lec","MWF","1400-1450","FORBES 2070E","Fallon, Kerry","1","Open",
"9239","RSTD 212","ON1","Religions of the West","3","  AIWT","Lec","MW","1600-1715","SYN ","Strehle, Stephen","2","Open",
"9240","RSTD 212","ON2","Religions of the West","3","  AIWT","Lec","TR","1500-1615","SYN ","Freund, Richard","2","Open",
"9236","RSTD 212","ON3","Religions of the West","3","  AIWT","Lec","TR","1930-2045","SYN ","Freund, Richard","4","Open",
"8621","RSTD 232","1C","The Vision of Christianity","3","  AIWT","Lec","MWF","0900-0950","FORBES 2070D","Hutchinson, Dawn","1","Open",
"8622","RSTD 232","2C","The Vision of Christianity","3","  AIWT","Lec","TR","0800-0915","TRIB 2309","Gardner, Patrick","1","Open",
"8623","RSTD 232","3R","The Vision of Christianity","3","  AIWT","Lec","TR","1330-1445","LUTR 137","Gardner, Patrick","0","Closed",
"8625","RSTD 236","1M","Sacred Comm, Sacred Journeys","3","  AIWT","Lec","TR","1630-1745","MCM 162","Redick, Kip","1","Open",
"9377","RSTD 236","2F","Sacred Comm, Sacred Journeys","3","  AIWT","Lec","TR","1100-1215","MCM 160","Bakkum, Carleton","5","Open",
"8627","RSTD 270","1R","The Vision of Islam","3","  AIGM","Lec","MWF","1000-1050","FORBES 2070D","Timani, Hussam","8","Open",
"8628","RSTD 310","1R","Myth, Symbol, Ritual","3","","Lec","MWF","1200-1250","MCM 200B","Thompson, John","1","Open",
"8629","RSTD 330","1","Christian Prayr &amp; Spirituality","3","  AIWT","Lec","TR","1100-1215","MCM 310","Gardner, Patrick","3","Open",
"8630","RSTD 362","ON1","New Testament","3","  AIWT","Lec","TR","0930-1045","SYN ","Strehle, Stephen","6","Open",
"8631","RSTD 491","1","Practicum/Internship","1 - 3","","Pra","","","ARR ","Redick, Kip","0","Closed",
"9427","SA 300","S01","SA: London School of Economics","0","","Lec","","","ARR ","","0","Closed",
"9346","SAXO 232","1","Applied Music: Saxophone","1","","Lab","","","ARR ","Fatek, David","0","Closed",
"9347","SAXO 233","1","Applied Music: Saxophone","2","","Lab","","","ARR ","Fatek, David","0","Closed",
"9348","SAXO 331","1","Applied Music: Saxophone","1","","Lab","","","ARR ","Fatek, David","0","Closed",
"9349","SAXO 332","1","Applied Music: Saxophone","1","","Lab","","","ARR ","Fatek, David","0","Closed",
"9444","SAXO 333","1","Applied Music: Saxophone","2","","Lab","","","ARR ","Fatek, David","0","Closed",
"9040","SOCL 201","2C","Global Social Problems","3","  AIGM","Lec","MWF","1400-1450","LUTR 142","Garcia Sarduy, Yulia","0","Closed",
"9041","SOCL 201","3M","Global Social Problems","3","  AIGM","Lec","MWF","1300-1350","LUTR 142","Garcia Sarduy, Yulia","2","Open",
"9039","SOCL 201","ON1","Global Social Problems","3","  AIGM","Lec","TR","1500-1615","SYN ","Docka-Filipek, Danielle","0","Closed",
"9042","SOCL 205","1C","Sociological Foundations","3","","Lec","MWF","1300-1350","FERG 210","Harris, Jaime","0","Closed",
"9043","SOCL 205","ON1","Sociological Foundations","3","","Lec","MWF","0800-0850","SYN ","Lewis, Michael","0","Closed",
"9044","SOCL 205","ON2","Sociological Foundations","3","","Lec","MWF","1200-1250","SYN ","Harris, Jaime","0","Closed",
"9045","SOCL 304","ON1","Socialization","3","","Lec","TR","1500-1615","SYN ","Waldron, Linda","0","Closed",
"9283","SOCL 304","ON2","Socialization","3","","Lec","TR","1330-1445","SYN ","Waldron, Linda","0","Closed",
"9114","SOCL 306","ON1","Social Psychology","3","","Lec","MWF","1400-1450","SYN ","Hart, Jason","3","Open",
"9046","SOCL 314","ON1","Education, Culture and Society","3","","Lec","TR","1630-1745","SYN ","Rochmes, Jane","0","Closed",
"9047","SOCL 314","ON2","Education, Culture and Society","3","","Lec","TR","1800-1915","SYN ","Rochmes, Jane","0","Closed",
"9048","SOCL 314","ON3","Education, Culture and Society","3","","Lec","MWF","1200-1250","SYN ","Baird, Andrew","0","Closed",
"9049","SOCL 314","ON4","Education, Culture and Society","3","","Lec","MWF","1300-1350","SYN ","Baird, Andrew","0","Closed",
"9050","SOCL 314L","1","Educ, Culture and Society Lab","1","","Lab","M","1100-1215","FRMN T113","Powell, Linda","8","Open",
"9051","SOCL 314L","2","Educ, Culture and Society Lab","1","","Lab","W","1500-1615","TRIB 208","Powell, Linda","6","Open",
"9052","SOCL 314L","3","Educ, Culture and Society Lab","1","","Lab","W","1500-1615","LUTR 236","Brown, Rebecca","7","Open",
"9054","SOCL 316","ON1","Race, Ethnicity &amp; Racism","3","","Lec","TR","0930-1045","SYN ","Docka-Filipek, Danielle","0","Closed",
"9055","SOCL 316","ON2","Race, Ethnicity &amp; Racism","3","","Lec","TR","1100-1215","SYN ","Docka-Filipek, Danielle","0","Closed",
"9053","SOCL 316","ON3","Race, Ethnicity &amp; Racism","3","","Lec","W","1800-2045","SYN ","Rochmes, Jane","0","Closed",
"9056","SOCL 321","ON1","Criminology","3","","Lec","W","1800-2045","SYN ","Keener, Steven","0","Closed",
"9057","SOCL 321","ON2","Criminology","3","","Lec","T","1800-2045","SYN ","Keener, Steven","0","Closed",
"9058","SOCL 325","ON1","Food and Culture","3","  AIGM","Lec","TR","1100-1215","SYN ","Timmer, Andria","0","Closed",
"9059","SOCL 340","1","Statistics for Social Research","3","","Lec","TR","1630-1745","LUTR 123","Baird, Andrew","0","Closed",
"9060","SOCL 340","2","Statistics for Social Research","3","","Lec","TR","1800-1915","LUTR 123","Baird, Andrew","1","Open",
"9061","SOCL 377","ON1","Gender and Power","3","  AIGM","Lec","TR","1630-1745","SYN ","Palmer, Seth","0","Closed",
"9062","SOCL 390","ON1","Sociological Theory","3","","Lec","MWF","1100-1150","SYN ","Lewis, Michael","0","Closed",
"9063","SOCL 470","1","WI: Methods of Inquiry","3","  WI","Lec","TR","1330-1445","MCM 216","Harris, Jaime","0","Closed",
"9064","SOCL 470","2","WI: Methods of Inquiry","3","  WI","Lec","TR","1100-1215","LUTR 264","Harris, Jaime","0","Closed",
"9075","SOCL 490","1","WI:Senior Seminar","3","  WI","Lec","TR","0930-1045","LUTR 157","Briddell, Laine","2","Open",
"9076","SOCL 490","ON1","WI:Senior Seminar","3","  WI","Lec","TR","0930-1045","SYN ","Loy, Christopher","2","Open",
"9421","SOCL 491","2","Internship in Sociology","3","","Int","","","ARR ","Briddell, Laine","0","Closed",
"8826","SOCL 501","1","Multicultural Diversity &amp; Educ","3","","Lec","M","1600-1845","FORBES 3012","Hager, Laurie","0","Closed",
"8827","SOCL 501","2","Multicultural Diversity &amp; Educ","3","","Lec","R","1630-1915","TRIB 2309","Hager, Laurie","0","Closed",
"9066","SOWK 201","1","Intro to Soc Work &amp; Soc Welf","3","","Lec","TR","1630-1745","LUTR 121","Valutis, Stephanie","10","Open",
"9067","SOWK 210","1","Human Behavior I","3","","Lec","TR","1800-1915","LUTR 121","Valutis, Stephanie","0","Closed",
"9068","SOWK 301","1","Social Work Practice I","3","","Lec","TR","1330-1445","LUTR 142","Russett, Jill","1","Open",
"9069","SOWK 301L","1","Prac I Lab and Jr Field Inst","2","","Lab","TR","0930-1215","LUTR 236","Russett, Jill","7","Open",
"9070","SOWK 303","1","Social Work Practice III","3","","Lec","M","1800-2045","LUTR 170","McDonough, Kathryn","1","Open",
"9071","SOWK 401","1","Field Instruction I","6","","Pra","W","1200-1350","MCM 200D","Griffiths, Diane","1","Open",
"9072","SOWK 401","2","Field Instruction I","6","","Pra","M","1200-1350","MCM 200D","Griffiths, Diane","0","Closed",
"9073","SOWK 401","3","Field Instruction I","6","","Pra","W","1200-1350","MCM 200C","Russett, Jill","1","Open",
"9074","SOWK 493","1","Methds of Social Work Research","3","","Lec","W","1800-2045","LUTR 170","Valutis, Stephanie","2","Open",
"9426","SOWK 499","1","IND ST: Rural Hlth Ntwrk Devlp","3","","Ind","","","ARR ","Russett, Jill","0","Closed",
"8972","SPAN 101","2R","Beginning Spanish I","3","","Lec","MWF","0800-0850","MCM 210","Shaw, Stephen","0","Closed",
"8973","SPAN 101","3R","Beginning Spanish I","3","","Lec","TR","0800-0915","MCM 160","Shaw, Stephen","0","Closed",
"8974","SPAN 101","4R","Beginning Spanish I","3","","Lec","MWF","0900-0950","MCM 160","Shaw, Stephen","1","Open",
"8975","SPAN 101","ON1","Beginning Spanish I","3","","Lec","MWF","0800-0850","SYN ","Poosson, Sylvain","1","Open",
"8970","SPAN 101","ON2","Beginning Spanish I","3","","Lec","MWF","1300-1350","SYN ","Valdez, Elena","0","Closed",
"8976","SPAN 102","1R","Beginning Spanish II","3","","Lec","MWF","0800-0850","LUTR 137","Valdez, Elena","0","Closed",
"8977","SPAN 102","2R","Beginning Spanish II","3","","Lec","MWF","0900-0950","LUTR 264","Valdez, Elena","0","Closed",
"8978","SPAN 102","3R","Beginning Spanish II","3","","Lec","MWF","1100-1150","TRIB 208","Valdez, Elena","0","Closed",
"8988","SPAN 200","10R","Eff Comm in Spanish","3","  LLFL","Lec","TR","1630-1745","MCM 212","Ramirez, Leidimar","0","Closed",
"8989","SPAN 200","11R","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1500-1550","LUTR 137","Sevilla, Vallarie","0","Closed",
"8990","SPAN 200","12R","Eff Comm in Spanish","3","  LLFL","Lec","MW","1600-1715","MCM 162","Reyes, Isiris","1","Open",
"8991","SPAN 200","13R","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1100-1150","LUTR 137","Freeman, Donna","0","Closed",
"8992","SPAN 200","14C","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1300-1350","MCM 262","Freeman, Donna","0","Closed",
"8993","SPAN 200","15C","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1400-1450","MCM 310","Freeman, Donna","0","Closed",
"8994","SPAN 200","16C","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1300-1350","MCM 164","Deller, Camelia","0","Closed",
"8995","SPAN 200","17R","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1000-1050","MCM 160","Deller, Camelia","0","Closed",
"8996","SPAN 200","18R","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1100-1150","MCM 162","Deller, Camelia","0","Closed",
"8979","SPAN 200","1C","Eff Comm in Spanish","3","  LLFL","Lec","TR","1500-1615","FORBES 2070A","Finley, Sarah","1","Open",
"8983","SPAN 200","5M","Eff Comm in Spanish","3","  LLFL","Lec","TR","0800-0915","MCM 162","Caballero, Sandra","2","Open",
"8984","SPAN 200","6R","Eff Comm in Spanish","3","  LLFL","Lec","TR","1500-1615","MCM 101","Jelambi, Graciela","0","Closed",
"8986","SPAN 200","8R","Eff Comm in Spanish","3","  LLFL","Lec","TR","1630-1745","MCM 216","Jelambi, Graciela","1","Open",
"8987","SPAN 200","9C","Eff Comm in Spanish","3","  LLFL","Lec","TR","1800-1915","MCM 216","Ramirez, Leidimar","1","Open",
"8982","SPAN 200","ON1","Eff Comm in Spanish","3","  LLFL","Lec","TR","0930-1045","SYN ","Poosson, Sylvain","0","Closed",
"8985","SPAN 200","ON2","Eff Comm in Spanish","3","  LLFL","Lec","TR","0800-0915","SYN ","Poosson, Sylvain","0","Closed",
"8980","SPAN 200","ON3","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1500-1550","SYN ","Reynolds, Lauren","0","Closed",
"8981","SPAN 200","ON4","Eff Comm in Spanish","3","  LLFL","Lec","MWF","0900-0950","SYN ","Reynolds, Lauren","0","Closed",
"8998","SPAN 201","ON1","Intermediate Spanish I","3","  LLFL","Lec","TR","1100-1215","SYN ","Miller, Elaine","3","Open",
"8999","SPAN 201","ON2","Intermediate Spanish I","3","  LLFL","Lec","TR","1330-1445","SYN ","Miller, Elaine","0","Closed",
"8997","SPAN 201","ON3","Intermediate Spanish I","3","  LLFL","Lec","TR","0930-1045","SYN ","Cahill-Velardi, Danielle","4","Open",
"9000","SPAN 202","ON1","Intermediate Spanish II","3","  LLFL","Lec","TR","0930-1045","SYN ","Miller, Elaine","4","Open",
"9003","SPAN 301","ON1","Grammar and Composition","3","  LLFL","Lec","TR","1100-1215","SYN ","Varo Varo, Alonso","3","Open",
"9002","SPAN 301","ON2","Grammar and Composition","3","  LLFL","Lec","TR","1500-1615","SYN ","Varo Varo, Alonso","0","Closed",
"9001","SPAN 301","ON3","Grammar and Composition","3","  LLFL","Lec","MWF","1100-1150","SYN ","Reynolds, Lauren","0","Closed",
"9004","SPAN 308","1R","Conversation via Cinema","3","  LLFL","Lec","TR","1330-1445","MCM 310","Gordon, Rocio","3","Open",
"9005","SPAN 308","2R","Conversation via Cinema","3","  LLFL","Lec","TR","1500-1615","MCM 164","Gordon, Rocio","5","Open",
"9006","SPAN 314","ON1","Business Spanish","3","  LLFL","Lec","TR","1100-1215","SYN ","Cahill-Velardi, Danielle","0","Closed",
"9007","SPAN 330","ON1","Spanish in the Community","3","  LLFL","Lec","MWF","1300-1350","SYN ","Reynolds, Lauren","7","Open",
"9008","SPAN 353","ON1","Intro to Spanish Literature","3","  AIWT  LLFL","Lec","TR","0930-1045","SYN ","Varo Varo, Alonso","8","Open",
"9371","SPAN 399","1","IND ST: Spanish Interpretation","3","","Ind","","","ARR ","Finley, Sarah","0","Closed",
"9315","SPAN 538","1","Apprenticeship in Teaching","3","  LLFL","Pra","","","ARR ","Grau, Michelle","0","Closed",
"8828","TCHG 518L","1","Secondary &amp; PK-12 Fld Practicm","1","","Pra","M","1500-1550","MCM 200B","Timmer, Dale","1","Open",
"8829","TCHG 518L","2","Secondary &amp; PK-12 Fld Practicm","1","","Pra","W","1500-1550","MCM 316","Ward, Karyn","0","Closed",
"8426","THEA 130","1","Private Voice","1 - 2","","Lec","","","ARR ","Ruffer, Colin","0","Closed",
"8427","THEA 130","2","Private Voice","1 - 2","","Lec","","","ARR ","Torggler, Hunter","0","Closed",
"8429","THEA 130","4","Private Voice","1 - 2","","Lec","","","ARR ","Roberts, Zebulum","0","Closed",
"8428","THEA 130","ON1","Private Voice","1 - 2","","Lec","","","ARR ","Cullin, Amanda","0","Closed",
"9293","THEA 151","1","The Designer&#39;s lmagination","3","  AICE","Stu","TR","1330-1445","FERG 222","Shuhy, David","3","Open",
"8431","THEA 200L","1","Arts Administration Practicum","1","","Pra","W","1600-1650","FERG 223","Godwin, Laura","8","Open",
"8432","THEA 210","1M","The Dramatic Impulse","3","  AICE","Lec","MWF","1000-1050","FERG T132","Saxton, Frances","5","Open",
"8433","THEA 210","2M","The Dramatic Impulse","3","  AICE","Lec","MWF","1200-1250","FERG 201","Bible, Ryan","6","Open",
"8434","THEA 210","3","The Dramatic Impulse","3","  AICE","Lec","MWF","1400-1450","FERG T132","Insley, Amy","2","Open",
"8435","THEA 210","4","The Dramatic Impulse","3","  AICE","Lec","MW","1600-1715","FORBES 1022","Insley, Amy","12","Open",
"9411","THEA 210","5","The Dramatic Impulse","3","  AICE","Lec","TR","1100-1215","FERG 201","Sweet, Tanya","7","Open",
"8436","THEA 232","1","Acting I","3","  AICE","Lec","TR","0930-1045","FERG T107","Saxton, Frances","0","Closed",
"8437","THEA 232","2","Acting I","3","  AICE","Lec","TR","1100-1215","FERG T132","Gillman, Denise","0","Closed",
"8438","THEA 232","3","Acting I","3","  AICE","Lec","TR","1330-1445","FERG T107","Lloyd, Gregg","0","Closed",
"8439","THEA 250","1","Scene Design and Technology","3","  AICE","Lec","TR","0930-1045","FERG 222","Shuhy, David","0","Closed",
"8440","THEA 250L","1","Backstage Practicum","1","","Lab","","","ARR ","Sweet, Tanya","0","Closed",
"8441","THEA 252","1","Costume Design and Technology","3","","Lec","MW","1100-1215","FERG 210","Jaremski, Kathleen","1","Open",
"8442","THEA 258","1","Makeup for the Theater","3","","Lec","MW","0930-1045","FERG 222","Jaremski, Kathleen","1","Open",
"8443","THEA 310","ON1","Theater History I","3","","Lec","MWF","1500-1550","SYN ","Godwin, Laura","3","Open",
"8444","THEA 333","1","Acting II","3","","Lec","MW","1300-1415","FERG T107","Stetkevych, Julian; Lloyd, Gregg","0","Closed",
"8445","THEA 333","2","Acting II","3","","Lec","MW","1430-1545","FERG T107","Lloyd, Gregg; Stetkevych, Julian","2","Open",
"8447","THEA 338","1","Intro to Stage Combat-Unarmed","3","","Lec","TR","1500-1615","FERG T107","Lloyd, Gregg","1","Open",
"8448","THEA 346","ON1","History of Musical Theater","3","","Lec","TR","1330-1445","SYN ","Lloyd, Laura","0","Closed",
"8446","THEA 356","1","Lighting Design","3","","Lec","MW","1300-1415","FERG 223","Bible, Ryan","1","Open",
"8450","THEA 365","1","WI: Playwriting","3","  AICE  WI","Lec","TR","0930-1045","FERG 201","Sweet, Tanya","2","Open",
"8451","THEA 380","1","Production","0 - 3","","Pra","","","ARR ","Stetkevych, Julian","0","Closed",
"8452","THEA 380","2","Production","0 - 3","","Pra","","","ARR ","Gillman, Denise","0","Closed",
